job_title,description
Software Developer - ExxonMobil,"Job description We are seeking dynamic, creative and resourceful Senior software developer roles for ExxonMobil s Bengaluru, India location in order to help steer and manage complex software development in the niche subsurface geology team. The ideal candidate will need to be able to interface with both business stakeholders, and software developers in order to optimize the workflow performance from both a scientific and software standpoint. Job location is based out of Bangalore, Karnataka. Wh…"
Software Developer - Real Placements,"Job Description: Software Developer C programmer engineer degree (0-2 years: 2) * Engineering Degree * C and Embedded programming skills PHP developer (1-3 years: 1) * PHP concepts, * OOP concepts * JS * Sql queries * Html A Software Developer job description typically involves designing, building, testing, and maintaining software applications . They collaborate with other developers and stakeholders to gather requirements, design the architecture, write and test code, and ensure the software …"
Software Developer - In Touch,"About the Job We are looking for a Software Developer to have an opportunity to be part of the growing Product Development team that will own the responsibility to develop and deliver tasks on time. As Software Developer, You Will… Integrate user-facing elements developed by front-end developers with server side logic Write reusable, testable, and efficient code Design and implement of low-latency, high-availability, and performant applications Implement security and data protection Integrate d…"
Software Developer - Unknown Company,"Hudson Agile Ventures is a US based MNC Company, focused on creating sustainable value growth through innovative solutions and technology with business goals while minimizing the IT risk. We are hiring for software developers for our office in Whitefield, Bangalore. Intrested candidates have to undergo a 3 months paid training with stipend (3rd month) and after which they will be placed in our company as software developers."
Software Developer - httpsnanopreciseio,"● Bachelors in Software or related field ● 5 years of professional software development experience ● Strong scripting and programming skills, at least one of Python, Java or Go . ● Application architecture and design patterns ● Strong unit test and debugging skills. Create and execute software tests (regression testing) ● Experience with microservice architecture ● Database integration and maintenance experience, preferably in mongoDB. ● Experience serving as technical lead throughout the full …"
Software Developer - Multi Recruit,Understand the overall requirements of the product/platform and specifically for the assigned feature/module. Design and Develop Software as per the product architecture and requirements. Code and unit testing of the feature/modules including appropriate design reviews and code inspections. Ensure adherence to the software development processes. Investigates software/system problems to isolate the root cause and provides innovative solutions. Collaborates with cross-functional teams (locally & …
Software Developer - Pioneer e Solutions,"Pioneer E Solutions Pvt Ltd is looking for Software Developer to join our dynamic team and embark on a rewarding career journey. Modifying software to fix errors, adapt it to new hardware, improve its performance, or upgrade interfaces. Directing system testing and validation procedures. Directing software programming and documentation development. Consulting with departments or customers on project status and proposals. Working with customers or departments on technical issues including softwa…"
Software Developer - Camp Yellow,"We are looking for a passionate Software Engineer to design, develop and scale software solutions. Responsibilities include gathering user requirements, defining system functionality and writing code in various languages, like JavaScript, Python, Scala, Java. Our ideal candidates are familiar with the software development lifecycle (SDLC) from preliminary system analysis to tests and deployment. Ultimately, the role of the Software Engineer is to build high-quality, innovative and fully perform…"
Software developer - Uniprep,"Software Developer – UNIPREP We are looking for a skilled and motivated Software Developer to join our team at UNIPREP. You will be responsible for building, improving, and scaling our platform to deliver a seamless experience for users. Key Responsibilities: Develop, test, and maintain scalable web applications Write clean, efficient, and well-documented code Collaborate with product and design teams to implement new features Debug, troubleshoot, and optimize application performance Integrate …"
Software Developer - BUDDIAI,"Job description We are looking for a passionate Software Development Engineer to develop, test, maintain and document program code in accordance with user requirements and system technical specifications. As a Software Development Engineer, you will work with other Developers and Product Managers throughout the software development life cycle. Software Development Engineer responsibilities include analysing requirements, define system functionality and writing code in the companys current techn…"
Software Developer - Rao IIT Academy,"As a Software Developer at Rao IIT Academy, you will have the opportunity to develop/enhance program web application that has been specifically designed to empower our structures of organised institution. We are having a simple but powerful tool to operate a customized programs that has features like marketing & communication, billing, earning and burning of points etc. This is in an incredible opportunity to build a career with a company that allows you to continually grow and develop your ski…"
Software Developer - Genetic Callnet,JOB DESCRIPTION SECTION I. BASIC INFORMATION Job Title Software Developer Location Mumbai Entity Yokohama Off-Highway Tires Reporting to Lead – Manufacturing IT Division IT Direct Reports (Nos) 0 Department Manufacturing Team Size (Nos) 0 Unique Job Code SECTION II. PURPOSE OF THE ROLE This role will have the primary responsibility of Development of Manufacturing IT solutions collaborating with internal stakeholders and Central IT teams (from YOHT and YRC). This role will be implementing the Ma…
Software Developer - Gururo,"Job Description: Software Developer (Work from Home) Company: Gururo Location: Work from Home (India) About Gururo: Gururo is at the forefront of revolutionizing the tech industry. Our platform empowers businesses to achieve their goals using the latest software solutions. We pride ourselves on our innovative mindset and are looking for like-minded individuals to join our dynamic team. Role Overview: As a Software Developer at Gururo, you will collaborate with our talented team of engineers and…"
Software Developer - Gururo,"Job Description: Software Developer (Work from Home) Company: Gururo Location: Work from Home (India) About Gururo: Gururo is at the forefront of revolutionizing the tech industry. Our platform empowers businesses to achieve their goals using the latest software solutions. We pride ourselves on our innovative mindset and are looking for like-minded individuals to join our dynamic team. Role Overview: As a Software Developer at Gururo, you will collaborate with our talented team of engineers and…"
Software Developer - Cere Labs,"About us Cere Labs is a Mumbai based company working in the field of Artificial Intelligence. It is a product company that utilizes the latest technologies such as Python, Redis, neo4j, MVC, Docker, Kubernetes to build its AI platform. Cere Labs’ clients are primarily from the Banking and Finance domain in India and US. The company has a great environment for its employees to learn and grow in technology. Software Developer Job brief Cere Labs is seeking to hire a skilled and passionate softwar…"
Software Developer - Cargoflash Infotech,"About Company: Cargo Flash is one of the leading IT and business consulting solutions provider firm exclusively focused on the Air Cargo Industry. It seamlessly integrates client’s business and organizational strategies with IT implementations, thus helping them to improve their financial performance and operational efficiency. With offices in Delhi, Gurgaon and Mumbai, Cargo Flash employs a team of nearly 120 experts in the domain of Air Cargo. The bouquet of products from Cargo Flash provide …"
Software Developer - CipherSonic Labs,Job Title: Software Developer Location: Remote About Us: CipherSonic Labs is a cutting-edge technology company specializing in data security and privacy solutions for enterprises processing sensitive data in the cloud. We develop high-performance cryptographic software and hardware acceleration techniques to enable secure computing. Our team is looking for talented individuals to contribute to innovative projects in secure computing and high-performance software development. Job Description: We…
Software Developer - Mycitynagpur,"Key Responsibilities Develop, test, and maintain software applications as per project requirements Troubleshoot and debug software issues to ensure smooth functionality Collaborate with team members for software design, development, and implementation Prepare and maintain technical documentation for software modules Ensure quality standards and timelines are met for software delivery Communicate effectively in English, Hindi, and Marathi with team members and stakeholders Skills: Coding, Debugg…"
Software Developer - Volks Consulting,"Requirements: 3 -7 years of software development experience. Good grasp on programming fundamentals including OOP, Design Patterns and Data Structures. Excellent analytical, logical and problem-solving skills. Software Development Engineer. Good understanding of complexities involved in designing/developing large scale systems. Strong system design skills. Experience in technologies like Elasticsearch, Redis, Kafka etc. Good knowledge of relational and NoSQL databases. Familiarity with common m…"
Software Developer - Milliman,"Position Overview: We are seeking a skilled and motivated Software Developer with expertise in ASP.NET, MVC, SQL Server, and related technologies. The ideal candidate will have experience in both web and desktop development, as well as a strong understanding of web services and related frameworks. This role involves designing, developing, and maintaining software solutions that meet the needs of our organization and clients. Key Responsibilities: Develop and maintain web and desktop application…"
Software Developer - Enpass Technologies Private Limited,"Enpass Technologies Pvt. Ltd. (Gurugram) is seeking for an experienced Windows C++ GUI software developer. We have a product for securely managing the credentials across platforms through a native productivity app, GUI of which is written in Qt toolkit and we are looking for a talented, enthusiastic developer for the same. JOB RESPONSIBILITIES: • Design, build, and maintain efficient, reusable, and reliable Windows Qt/QML/C++ code. • Implement performance and quality modules. • Identify bottlen…"
Software Developer - RECEX,"Job Description: Job Title: Software Developer Location: Pune Job Type: Full-Time Experience: 0-1 Year Education: B.E. in Computer Science / Equivalent Job Description: We are looking for a passionate and skilled Software Developer to join our team. The ideal candidate should have a strong foundation in C#.NET and Computer Graphics , with a keen interest in software development. This is a great opportunity for fresh graduates or candidates with up to one year of experience to gain hands-on expo…"
Software Developer - QbD Softwarre India Pvt Ltd,"About the job Do you like to write clean and comprehensible code? Does it make you happy to talk to your team mates about solutions to technical challenges every day? Are you impressed with simple and elegant solutions that solve mind-boggling problems? If we are describing you, please read on! Who is QbD Software? At QbD Software we build cloud-based technology that helps our customers in the Pharma, Biotech and Medical Devices industries manage everything quality, process and product related.…"
Software Developer - Image Media World,"Job Description: Software Developer Position Overview: As a Software Engineer, you will play a crucial role in the development and implementation of innovative software solutions. You will be responsible for designing, coding, testing, and debugging applications while collaborating with cross-functional teams to deliver high-quality software products. This position offers the opportunity to work on diverse projects, solve complex technical challenges, and contribute to the advancement of cuttin…"
Software Developer - SysInfoTools Software,"We are currently hiring a professional, skilled Software Developer to develop, create, and modify applications software or specialized utility programs of our company. Role & Responsiblities Researching, designing, implementing and managing software programs Testing and evaluating new programs Identifying areas for modification in existing programs and subsequently developing these modifications. Writing and implementing efficient code Bug fixing and debugging existing code. Understanding produ…"
Software Developer - IBM,"Role Overview: As a Software Developer, you will be responsible for development, maintenance, and support of the various connectors IBM provides for both Information Server and CPD platforms through the full systems development lifecycle. Participate in the design and implementation of sophisticated software systems. Work with Product Architects and Product Managers to understand various priorities and work towards execution. Responsibilities: Participate in software design and code reviews to …"
Software developer - UNIABROAD,"UniAbroad is a fast-growing platform helping students explore global education opportunities and connect with institutions worldwide. We aim to simplify the study abroad journey through technology-driven solutions. Key Responsibilities Design, develop, and maintain web applications and platforms Write clean, scalable, and efficient code Collaborate with product, design, and hiring support teams Integrate APIs and third-party services Troubleshoot, debug, and upgrade existing systems Ensure perf…"
Software Developer - GBIT India Pvt Lyd,We are product development company. We are looking for an adept Software Developer. You will develop top-notch software that work across platforms and is scalable. ● Write new programs with clean and testable codes that will integrate the existing software systems. ● Perform maintenance activities for new and existing programs. ● Upgrade systems to adapt to new business requirements. ● Review current systems to correct errors within the existing program. ● Conduct pilot tests to assess the func…
Software Developer - GBIT India Pvt Lyd,We are product development company. We are looking for an adept Software Developer. You will develop top-notch software that work across platforms and is scalable. ● Write new programs with clean and testable codes that will integrate the existing software systems. ● Perform maintenance activities for new and existing programs. ● Upgrade systems to adapt to new business requirements. ● Review current systems to correct errors within the existing program. ● Conduct pilot tests to assess the func…
Software Developer - NOV,"Description NOV Digital Completions Solutions (DCS) is an award-winning international engineering organization that provides leading-edge modeling software and hardware products spanning across drilling, fracturing, wireline, pumping services, and coiled tubing industries. At DCS, we have a strong legacy of enhancing our customers’ operational performance with innovative software products. We are building on that legacy to modernize and advance our solutions to provide new capabilities, seamles…"
Software Developer - Emerson,"The simulation environment is integral to the Ovation distributed control system. These simulators are used for operator training, engineering analysis/design/testing and in the future will be utilized in novel real-time applications as an integrated part of the Ovation DCS. The models themselves will consist of the differential/algebraic equations that describe the steady state, transient and startup/cold conditions of the equipment being modeled. The ideal candidate would have extensive exper…"
Software Developer - Quantbox Research,"Quantbox is a technology-driven proprietary trading firm that specializes in systematic alpha research and electronic market-making on various exchanges. We trade across a multitude of asset classes and trading venues with significant market share and are looking for multiple Software Developers to join us in our Core Engineering group to help in designing our in-house low latency software stack. Quantbox encourages Bachelor’s, Master’s and PhD students in computer science, mathematics and rela…"
Software Developer - IMPACTREE DATA TECHNOLOGIES,"Impactree Data Technologies is a young social enterprise working to support social organisations scale development programmes using technology of data monitoring and analytics on a real time basis. Impactree specifically works at building data intellegence for two specific sectors - rural livelihoods and education. Our team consists of members qualified from London Business School, IIM Khozikode, ICAI, Anna University etc. We are an upcoming profitable social enterprise and as a a part of the t…"
Software developer - NAVA AI,"Hii, jobseekers We are hiring  Role : Software Developer/ Senior Software Developer ️Experience: Between 2- 7 years ️Job Location: Cochin / Pondicherry ️ job description: Design, development, delivery and management of technology-based business solutions. He/she has experience in designing, coding, testing and implementing configuration changes of software applications to meet both functional and technical requirements. Good to Have Strong understanding of object-oriented programming Skill for …"
Software Developer - Amazon India,"Role - Software Development Engineer-2 As a Software Development Engineer at Amazon, you have industry-leading technical abilities and demonstrate breadth and depth of knowledge. You build software to deliver business impact, making smart technology choices. You work in a team and drive things forward. Top Skills You write high quality, maintainable, and robust code, often in Java or C++ or C# You recognize and adopt best practices in software engineering: design, testing, version control, docu…"
Software Developer - Ion,"Writes new software, makes modifications to existing software applications and modules with a focus on reducing latency and improving performance system. - Translates technical requirements and design documentation into application code and modules. - Helps maintain code quality, organization and automatization. - Identifies bottlenecks and bugs and devise solutions to these problems. - Makes suggestions for problem solutions or software enhancements. - Creates and executes unit testing and int…"
Software Developer - NOV,"Description NOV Digital Completions Solutions (DCS) is an award-winning international engineering organization that provides leading-edge modeling software and hardware products spanning across drilling, fracturing, wireline, pumping services, and coiled tubing industries. At DCS, we have a strong legacy of enhancing our customers’ operational performance with innovative software products. We are building on that legacy to modernize and advance our solutions to provide new capabilities, seamles…"
Software developer - People First Consultants,"Greetings, We are hiring for Tier 1 MNC for the software developer with good knowledge in Spark,Hadoop and Scala Skills:- Spark, Hadoop and Scala"
Software Developer - Unknown Company,-CS/IT/EC Freshers with B.Tech/MCA -Understand the client requirements and develop code customization -Hiring software development trainee
Software Developer - Mycitynagpur,"Key Responsibilities Develop, test, and maintain software applications as per project requirements Troubleshoot and debug software issues to ensure smooth functionality Collaborate with team members to design and implement software solutions Prepare technical documentation for developed modules and applications Support system maintenance and minor upgrades Ensure quality standards and deadlines are met for software delivery Skills: Debugging, Technical Documentation, Application Maintenance, So…"
Software Developer - Cradlepoint,"Cradlepoint is looking for a skilled Software Developer who is eager to be involved in all phases of the software lifecycle. You will be responsible for delivering work packages and functionalities that meet customer requirements, demonstrating strong abilities in coding, scripting, integration, and verification across the entire solution delivery lifecycle. We encourage our developers to continuously learn, share new ideas, and promote automation across teams. What You Will Do: Key Responsibil…"
Software Developer - Cradlepoint,"Cradlepoint is looking for a skilled Software Developer who is eager to be involved in all phases of the software lifecycle. You will be responsible for delivering work packages and functionalities that meet customer requirements, demonstrating strong abilities in coding, scripting, integration, and verification across the entire solution delivery lifecycle. We encourage our developers to continuously learn, share new ideas, and promote automation across teams. What You Will Do: Key Responsibil…"
Software Developer - Ion,"Job Summary - Writes new software, makes modifications to existing software applications and modules with a focus on reducing latency and improving performance system. - Translates technical requirements and design documentation into application code and modules. - Helps maintain code quality, organization and automatization. - Identifies bottlenecks and bugs and devise solutions to these problems. - Makes suggestions for problem solutions or software enhancements. - Creates and executes unit t…"
Software Developer - Ion,"Job Summary - Writes new software, makes modifications to existing software applications and modules with a focus on reducing latency and improving performance system. - Translates technical requirements and design documentation into application code and modules. - Helps maintain code quality, organization and automatization. - Identifies bottlenecks and bugs and devise solutions to these problems. - Makes suggestions for problem solutions or software enhancements. - Creates and executes unit t…"
Software Developer - Amoeboids Technologies,"We are looking for a full stack Software Developer to join our team. We are a product company developing apps/extensions for the Atlassian marketplace. Role and Responsibilities: As a Software Developer, you will be primarily involved in developing new features & fixing the bugs for our apps built to work with the Atlassian products. You will work closely with the product team to understand customer needs & co-ordinate with QA/Release management teams for maintaining quality of delivery. Must h…"
Software Developer - IBM,"Responsibilities Develop, maintain, and support various connectors provided for both Information Server and Cloud Pak for Data (CPD) platforms through the full software development lifecycle. Participate in the design and implementation of complex software systems ensuring high-quality standards. Collaborate with Product Architects and Product Managers to understand priorities and execute project deliverables effectively. Conduct software design and code reviews with peers to maintain high soft…"
Software Developer - Etaash Consultants,Job opening in IT company for Angular Developer  PAN INDIA Experience : 2 to 8 Years Location : PAN INDIA Qualification : Any Graduation Responsibilities : - Collaborate with an Agile team that uses Scrum as their methodology for software development. - Collaborate with the back-end team and web designers to implement the features with stability. - Ensure high quality and graphic standards in the implementation process of web applications you are working on - Develop user interface according to…
Software Development - Digixvalley,"Job Overview: Digixvalley is looking for a skilled and passionate Software Developer to join our dynamic team. The ideal candidate will be responsible for designing, developing, and maintaining high-quality web and mobile applications tailored to client needs. Key Responsibilities: Develop, test, and maintain scalable web and mobile applications Write clean, efficient, and well-documented code Collaborate with designers, project managers, and other developers Troubleshoot, debug, and upgrade ex…"
Software Developer - Zapiot technologies pvt ltd,"Software Developer (Must have experience in all technologies .Net, Angular JS, MVC, jQuery & Sql Server) – 4 to 5 years’ experience Skills:- SQL server, AngularJS (1.x), MVC Framework, .NET and jQuery"
Software Developer - Brdgespan,"Software Developer Asp.net Vb.Net C# JavaScript HTML5/ CSS RestFul APIs RPC Knowledge of Agile Methodologies Skills:- Java, C++, C#, .NET, MySQL, HTML/CSS, RESTful APIs and ASP.NET"
Software Developer - Hirextra,"Software Developer Minimum reuired 3yrs Good Experience in Node JS,Mongo DB,AWS Good Communication must Location -Hyderabad Experience -3 Years Skills:- NodeJS (Node.js), MongoDB and Amazon Web Services (AWS)"
Software Developer - Bhyve,"Job description Responsibilities Participate in requirements analysis Collaborate with internal teams to produce software design and architecture Write clean, scalable code using .NET programming languages Test and deploy applications and systems Revise, update, refactor and debug code Improve existing software Develop documentation throughout the software development life cycle (SDLC) Serve as an expert on applications and provide technical support Requirements Proven experience as a .NET Deve…"
Software Developer - Unknown Company,"Experience in developing programs in both batch and online Should be process oriented, with a clear understanding of Software Development life cycle Should have good communication Should have experience in Banking Domain Programming experience in RPG/400, RPGLE, CL/400, DB2/400 & ILE Concepts"
"Software Developer - FreightCrate Technologies Pvt, Ltd.","FreightCrate Technologies: FreightCrate Technologies is a Logistics Technology company that aims to transform international shipping through innovative and cost-effective tech solutions that can mutually benefit exporters, importers and logistics service providers. Our web-platform, FreightCrate offers online tech-enabled quote and shipment management solutions for export and import businesses to and from more than 50,000 global locations. We have had more than 50 media coverages including Entr…"
Software Developer - ACAP Solutions India,"Dear Candidate, We have an urgent opening for Software Developers. About Company: ZyKoon is specialized in providing various services like software development, mobile app development, program management, strategic and management consulting. We help our clients meet their business needs and corporate objects. ZyKoon have strong expertise in the mobile application domain by acquiring an extensive knowledge and best in industry resources targeting mobile applications on the most of the mobile ope…"
Software Developer - The Hub,"Job description The BASE24 Developer at Concerto will independently own the responsibility of Development and Support A quick learner, proactive to changing requirements and an excellent team player is what we are looking for Responsibilities Should have good understanding on BASE24 application architecture and design Excellent development and troubleshooting skills Good team player who should be able to drive internal teams and perform effective customer management Ensure the availability of t…"
Software Developer - Unknown Company,"We are Hiring for ( Software Developer )Job Description:C# based API and business logic implementation.Contribution as a developer on different stages of Agile based development process.Development based on technical design (HLD, LLD) & functional designAbility to learn and adapt new technologiesC 7.0 and above, MS SQL, JavaScript, HTML5Object Oriented ProgrammingGood Aptitude skills"
Software Developer - Zolve,"Sr. Software Developer Job Description: Writing clean, high-quality, high-performance, maintainable code Develop and support software including applications, database integration, interfaces, and new functionality enhancements Coordinate cross-functionally to insure project meets business objectives and compliance standards Responsible for regular enhancement of Algorithm Develop and support software architecture Responsible for DevOps planning Support test and deployment of new products and fe…"
Software Developer - Codejudge,"Assist in project scoping and interact with users to gather requirements Must have skills: Java,Spring,SQL,Web App development Produce well-planned, well-structured, high-quality codes that have been independently unit tested Design, develop, implement and maintain multi-tier web based applications using Java, J2EE, Struts, MVC, Weblogic, XML, Spring, Hibernate, and Oracle, to support business requirements (angular will be advantage) Participate and contribute actively in the complete software …"
Software Developer - Fifth Note,You will be proficient in Agile methodologies of Software Development especially SCRUM. You will be able to successfully maintain discipline as informed by your seniors. You will regularly attend stand-ups and project discussions. You will be proficient in full stack dot net development especially web technologies. You will have an intermediate level skill set in web development using .net technology. You will have a fair understanding of the testing cycle to improve the quality of the software…
Software Developer - Acura Solution,Job Description: Software Developer Hands on experience in development of Linux/Containers/Hypervisor/Boot loader/Linux Device drivers/BSP /IPC/ System Programming. Mandatory: C/C++ Hands-on strong experience in C++ coding in embedded software Automotive projects with good knowledge on at least one ECU. Worked on Microservices architectures with strong knowledge on IPCs. Knowledge on vehicle features desired
Software Developer - Milliman,"About Milliman: Independent for over 70 years, Milliman delivers market-leading services and solutions to clients worldwide. Today, we are helping companies take on some of the world’s most critical and complex issues, including retirement funding and healthcare financing, risk management and regulatory compliance, data analytics and business transformation. Through a team of professionals ranging from actuaries to clinicians, technology specialists to plan administrators, we offer unparalleled…"
Software Developer - UPSTACK solutions Pvt ltd,"Bachelor’s degree in computer science, software engineering, or a related field Experience writing code in Java, JavaScript, HTML, CSS, and C# Experience using SQL to update and retrieve data Experience in front-end or back-end software development for UNIX or LINUX Experience with .Net and AngularJS / React / Vue frameworks Experience with database management and security a plus Analytical skills Communication skills Skills:- MongoDB and Express"
Software Developer - Enzyne HR Solutions,"Location : Bangalore Experience : 3 – 6 Years Function : Technology - IT & Systems Vacancy : 20 Job Description : The Team and Your Role You will be a part of the Enterprise Engineering team, which is responsible for design and development of foundational software utilized by applications throughout AQR, including: § Enterprise Cloud Platform § Enterprise Messaging Fabric § Common Data Access Framework § Role Based Entitlements System § Application Monitoring and Alerting § Application Configur…"
Software Developer - Reqroots,"Experience in functionally and technically leading teams while contributing hands-on on design and code. Solid hands-on experience in software development covering Angular 4 to Angular 8 version Solid understanding of Node js Solid understanding of Jasmine , Karma , protractor Solid understanding of agile development model and strong communication, collaboration skills Skills:- NodeJS (Node.js), Jasmine (Javascript Testing Framework), Protractor and Angular (2)"
Software Developer - Tavisca,"Job Profile – Software Developer Experience:2-4 years. Requirements 1. 1 years of proven success as a mid level web developer. 2. Strong knowledge in C#, ASP.NET , HTML, CSS, JavaScript.(Dot Net 3.5 & 4.0) 3. Excellent verbal and written communication skills. Responsibilities 1. Designing, implementing, testing and supporting .Net based applications. 2. Contribute to architecture and technical design discussions. 3. Contribute to the review and analysis of business requirements."
Software Developer - Sheerhire,"The role of software engineer here is, to develop the application software that is being used on compactors and to do thorough software testing methodically. Expertise is needed on both embedded & application development. Expertise on Object oriented programming. Highly proficient in C# & C++. Expertise on .NET Framework, ASP.NET, JavaScript, HTML & CSS. Proficient in windows frameworks like WPF, WCF, etc for developing desktop applications. Knowledge on Microsoft Azure / other cloud technologi…"
Software Developer - Unknown Company,"Job Description : - Role title: Software Developer & Web Developer - Core skills: C# .Net, PHP Core, Java, C++, Python - Salary: Depends on performance and knowledge - Job location: Malad(East),Mumbai -Willing to work on any Platform (PHP, C#.net, Java, Android, iOS, Asp.net) - Good Communication Skill - Good Programming Language - Fresher - Good Technical Skill - Good knowledge in testing skills - Dynamic, aggressive, Target oriented - Bond : 1.5 years Please note, there is no walkin interview."
Software Developer - Unknown Company,"Hi, We are hiring for Twopir Technology & Consulting for freshers for the role of 'Software Developer'. Please see below JD Qualification Criteria : - BE/ME in IT/CS (2018/2019 BATCH ONLY) - BTech/MTech in IT/CS (2018/2019 BATCH ONLY) - For any other stream apply only if you have knowledge on JAVA. - Percentage criteria: candidate should have at least 55% throughout(10,12, BTech) Following are the telephonic rounds that will be conducted. - Technical Round - Managerial/HR Round"
Software Developer - Genetico Research and Diagnostics Pvt Ltd,"Role Overview We are seeking an enthusiastic Software Engineer (Full Stack) with 3- 5 years of experience to join our growing team in Noida. In this role, you will play a pivotal part in designing and developing innovative SaaS products, contributing across both backend and frontend stacks, and helping drive digital transformation in a traditionally paper-driven domain. This is a high-impact role where your work will directly influence the future of rare disease diagnostics in India and globall…"
Software Developer - Mediamint,"Title : Software Developer Experience : 1 - 3 years Description : Media Mint is seeking an experienced engineer to join our Hyderabad office. As a Software Developer, you will play a critical role in developing comprehensive online advertising technology platforms for an exciting start-up that provides audience management and display advertising for Fortune 100 companies in the US. This position a base salary plus bonus and offers excellent opportunities for career advancement within the techno…"
Software Developer - Ladera Technology,"Job Title: Software Developer (7-10 Years Experience) Job Summary: We are seeking an experienced Software Developer with 7-10 years of hands-on development expertise in designing, building, and maintaining enterprise level applications and scalable APIs. Key Responsibilities: • Design, develop, and maintain microservices based applications using the Spring framework. • Build secure, scalable REST and SOAP web services. • Implement API security protocols including OAuth, JWT, SSL/TLS, X.509 cert…"
Software Developer - Qrata,"It is an eCommerce growth platform using AI and machine learning to help establish and grow online businesses across multiple channels and global markets. We use data-driven tools to optimize how products are advertised and listed across marketplaces – and handles all associated shipping, logistics, taxes, and compliance. Their business model is built on aligned incentives with no initial costs. They only makes money if and when customers’ products sell. Our mission is to make e-commerce easy a…"
Software Developer - Logic loops LLC,"Job Title: Software Developer. Requires a Masters Degree in Computer and Information Science, Computer Engineering, or Information Technology, and 2 years of experience in GitHub, Jenkins, CI/CD, Docker, Kubernetes, AWS, Ansible, and Terraform. Must be willing to work at unanticipated worksite locations. Telecommuting permissible. The position does not require travel in order to perform the duties of the position. Please send resume to Talent Acquisition Manager, Logic Loops LLC, 6730 Jamestown…"
